GeneSymbol	GeneId	PrimaryPubMed	EvidenceCode	IsNegative	Comments	Score	Strength	ScoreType	ExternalDatabase	DatabaseLink	Phenotypes
IL23R		21102463	TAS		Disease/Trait: Crohn's disease; Initial Sample Size: 6,333 European ancestry cases, 15,056 European ancestry controls; Replication Sample Size: 15,694 European ancestry cases, 14,026 European ancestry controls, 414 European ancestry parent-offspring trios; Strongest SNP-Risk Allele: rs11209026-G; SNPs: rs11209026; Context: missense; Risk Allele Frequency: 0.932; p-Value: 1E-64; OR or beta:    2.66; Platform [SNPs passing QC]: Affymetrix & Illumina [953,241] (imputed)	0	0.4	P-value	GWAS_Catalog	http://www.genome.gov/gwastudies/index.cfm	Crohn's disease
GCKR		21102463	TAS		Disease/Trait: Crohn's disease; Initial Sample Size: 6,333 European ancestry cases, 15,056 European ancestry controls; Replication Sample Size: 15,694 European ancestry cases, 14,026 European ancestry controls, 414 European ancestry parent-offspring trios; Strongest SNP-Risk Allele: rs780093-T; SNPs: rs780093; Context: intron; Risk Allele Frequency: 0.418; p-Value: 5E-11; OR or beta:    1.15; Platform [SNPs passing QC]: Affymetrix & Illumina [953,241] (imputed)	0.00000000005	0.4	P-value	GWAS_Catalog	http://www.genome.gov/gwastudies/index.cfm	Crohn's disease
DNMT3A		21102463	TAS		Disease/Trait: Crohn's disease; Initial Sample Size: 6,333 European ancestry cases, 15,056 European ancestry controls; Replication Sample Size: 15,694 European ancestry cases, 14,026 European ancestry controls, 414 European ancestry parent-offspring trios; Strongest SNP-Risk Allele: rs13428812-G; SNPs: rs13428812; Context: intron; Risk Allele Frequency: 0.326; p-Value: 9E-10; OR or beta:    1.06; Platform [SNPs passing QC]: Affymetrix & Illumina [953,241] (imputed)	0.0000000009	0.4	P-value	GWAS_Catalog	http://www.genome.gov/gwastudies/index.cfm	Crohn's disease
DENND1B		21102463	TAS		Disease/Trait: Crohn's disease; Initial Sample Size: 6,333 European ancestry cases, 15,056 European ancestry controls; Replication Sample Size: 15,694 European ancestry cases, 14,026 European ancestry controls, 414 European ancestry parent-offspring trios; Strongest SNP-Risk Allele: rs1998598-G; SNPs: rs1998598; Context: intron; Risk Allele Frequency: 0.302; p-Value: 9E-9; OR or beta:    1.04; Platform [SNPs passing QC]: Affymetrix & Illumina [953,241] (imputed)	0.000000009	0.4	P-value	GWAS_Catalog	http://www.genome.gov/gwastudies/index.cfm	Crohn's disease
SP140		21102463	TAS		Disease/Trait: Crohn's disease; Initial Sample Size: 6,333 European ancestry cases, 15,056 European ancestry controls; Replication Sample Size: 15,694 European ancestry cases, 14,026 European ancestry controls, 414 European ancestry parent-offspring trios; Strongest SNP-Risk Allele: rs7423615-T; SNPs: rs7423615; Context: intron; Risk Allele Frequency: 0.187; p-Value: 3E-13; OR or beta:    1.12; Platform [SNPs passing QC]: Affymetrix & Illumina [953,241] (imputed)	0.0000000000003	0.4	P-value	GWAS_Catalog	http://www.genome.gov/gwastudies/index.cfm	Crohn's disease
SMAD3		21102463	TAS		Disease/Trait: Crohn's disease; Initial Sample Size: 6,333 European ancestry cases, 15,056 European ancestry controls; Replication Sample Size: 15,694 European ancestry cases, 14,026 European ancestry controls, 414 European ancestry parent-offspring trios; Strongest SNP-Risk Allele: rs17293632-T; SNPs: rs17293632; Context: intron; Risk Allele Frequency: 0.233; p-Value: 3E-19; OR or beta:    1.12; Platform [SNPs passing QC]: Affymetrix & Illumina [953,241] (imputed)	0	0.4	P-value	GWAS_Catalog	http://www.genome.gov/gwastudies/index.cfm	Crohn's disease
CTNND2		21095009	TAS		Disease/Trait: Myopia (pathological); Initial Sample Size: 65 Chinese child cases, 238 Chinese child controls, 222 Chinese adult cases, 455 Chinese adult cases; Replication Sample Size: 959 Japanese high myopia cases, 2,128 Japanese controls; Strongest SNP-Risk Allele: rs6885224-C; SNPs: rs6885224; Context: intron; Risk Allele Frequency: 0.26; p-Value: 8E-6; OR or beta:    1.24; Platform [SNPs passing QC]: Illumina [459,687]	0.000008	0.4	P-value	GWAS_Catalog	http://www.genome.gov/gwastudies/index.cfm	myopia
KIAA1462		21088011	TAS		Disease/Trait: Coronary heart disease; Initial Sample Size: 1,157 European cases, 1,748 European controls; Replication Sample Size: 7,887 European cases, 8,244 European controls; Strongest SNP-Risk Allele: rs3739998-C; SNPs: rs3739998; Context: missense; Risk Allele Frequency: 0.44; p-Value: 1E-11; OR or beta:    1.15; Platform [SNPs passing QC]: Affymetrix [254,558]	0.00000000001	0.4	P-value	GWAS_Catalog	http://www.genome.gov/gwastudies/index.cfm	coronary heart disease
AKAP6		21079607	TAS		Disease/Trait: Anorexia nervosa; Initial Sample Size: 1,033 European ancestry cases, 3,773 European ancestry pediatric controls; Replication Sample Size: NR; Strongest SNP-Risk Allele: rs2383378-?; SNPs: rs2383378; Context: intron; Risk Allele Frequency: 0.41; p-Value: 6E-6; OR or beta: NR; Platform [SNPs passing QC]: Illumina [~598,000]	0.000006	0.4	P-value	GWAS_Catalog	http://www.genome.gov/gwastudies/index.cfm	anorexia nervosa
VGLL4		21079607	TAS		Disease/Trait: Anorexia nervosa; Initial Sample Size: 1,033 European ancestry cases, 3,773 European ancestry pediatric controls; Replication Sample Size: NR; Strongest SNP-Risk Allele: rs6782029-?; SNPs: rs6782029; Context: intron; Risk Allele Frequency: 0.24; p-Value: 9E-6; OR or beta: NR; Platform [SNPs passing QC]: Illumina [~598,000]	0.000009	0.4	P-value	GWAS_Catalog	http://www.genome.gov/gwastudies/index.cfm	anorexia nervosa
ZNF804B		21079607	TAS		Disease/Trait: Anorexia nervosa; Initial Sample Size: 1,033 European ancestry cases, 3,773 European ancestry pediatric controls; Replication Sample Size: NR; Strongest SNP-Risk Allele: rs6959888-?; SNPs: rs6959888; Context: intron; Risk Allele Frequency: 0.11; p-Value: 2E-6; OR or beta: NR; Platform [SNPs passing QC]: Illumina [~598,000]	0.000002	0.4	P-value	GWAS_Catalog	http://www.genome.gov/gwastudies/index.cfm	anorexia nervosa
FAM155A		21079607	TAS		Disease/Trait: Anorexia nervosa; Initial Sample Size: 1,033 European ancestry cases, 3,773 European ancestry pediatric controls; Replication Sample Size: NR; Strongest SNP-Risk Allele: rs957788-?; SNPs: rs957788; Context: intron; Risk Allele Frequency: 0.31; p-Value: 8E-6; OR or beta: NR; Platform [SNPs passing QC]: Illumina [~598,000]	0.000008	0.4	P-value	GWAS_Catalog	http://www.genome.gov/gwastudies/index.cfm	anorexia nervosa
LRP2		21079607	TAS		Disease/Trait: Anorexia nervosa; Initial Sample Size: 1,033 European ancestry cases, 3,773 European ancestry pediatric controls; Replication Sample Size: NR; Strongest SNP-Risk Allele: rs830998-?; SNPs: rs830998; Context: intron; Risk Allele Frequency: 0.19; p-Value: 9E-6; OR or beta: NR; Platform [SNPs passing QC]: Illumina [~598,000]	0.000009	0.4	P-value	GWAS_Catalog	http://www.genome.gov/gwastudies/index.cfm	anorexia nervosa
NTNG1		21079607	TAS		Disease/Trait: Anorexia nervosa; Initial Sample Size: 1,033 European ancestry cases, 3,773 European ancestry pediatric controls; Replication Sample Size: NR; Strongest SNP-Risk Allele: rs10494067-?; SNPs: rs10494067; Context: intron; Risk Allele Frequency: 0.06; p-Value: 6E-6; OR or beta: NR; Platform [SNPs passing QC]: Illumina [~598,000]	0.000006	0.4	P-value	GWAS_Catalog	http://www.genome.gov/gwastudies/index.cfm	anorexia nervosa
DSCAM		21079520	TAS		Disease/Trait: Non-small cell lung cancer; Initial Sample Size: 105 individuals with non-small cell lung cancer; Replication Sample Size: NR; Strongest SNP-Risk Allele: rs9981861-G; SNPs: rs9981861; Context: intron; Risk Allele Frequency: NR; p-Value: 4E-6; OR or beta:    1.33; Platform [SNPs passing QC]: Illumina [~109,365]	0.000004	0.4	P-value	GWAS_Catalog	http://www.genome.gov/gwastudies/index.cfm	non-small cell lung carcinoma
EIF4E2		21079520	TAS		Disease/Trait: Non-small cell lung cancer; Initial Sample Size: 105 individuals with non-small cell lung cancer; Replication Sample Size: NR; Strongest SNP-Risk Allele: rs1656402-?; SNPs: rs1656402; Context: intron; Risk Allele Frequency: NR; p-Value: 8E-8; OR or beta:    2.38; Platform [SNPs passing QC]: Illumina [~109,365]	0.00000008	0.4	P-value	GWAS_Catalog	http://www.genome.gov/gwastudies/index.cfm	non-small cell lung carcinoma
DUS4L		21068099	TAS		Disease/Trait: Osteoarthritis; Initial Sample Size: 2,371 European ancestry cases, 35,909 European ancestry controls; Replication Sample Size: 4,338 European ancestry cases, 8,530 European ancestry controls, 1,183 East Asian ancestry cases, 1,245 East Asian ancestry controls; Strongest SNP-Risk Allele: rs4730250-G; SNPs: rs4730250; Context: intron; Risk Allele Frequency: 0.17 (European); p-Value: 6E-8; OR or beta:    1.15; Platform [SNPs passing QC]: Affymetrix & Illumina [2,335,627] (imputed)	0.00000006	0.4	P-value	GWAS_Catalog	http://www.genome.gov/gwastudies/index.cfm	osteoarthritis
PCSK6		21051773	TAS		Disease/Trait: Handedness in dyslexia; Initial Sample Size: 192 individuals; Replication Sample Size: 573 individuals; Strongest SNP-Risk Allele: rs11855415-A; SNPs: rs11855415; Context: intron; Risk Allele Frequency: 0.25; p-Value: 2E-8; OR or beta:     .35; Platform [SNPs passing QC]: Illumina [~2 million] (imputed)	0.00000002	0.4	P-value	GWAS_Catalog	http://www.genome.gov/gwastudies/index.cfm	dyslexia
UCHL5		21668797	TAS		Disease/Trait: Cannabis dependence; Initial Sample Size: 708 cases, 2,346 controls; Replication Sample Size: NR; Strongest SNP-Risk Allele: rs9427573-?; SNPs: rs9427573; Context: intron; Risk Allele Frequency: NR; p-Value: 5E-6; OR or beta:    2.56; Platform [SNPs passing QC]: Illumina [948,142]	0.000005	0.4	P-value	GWAS_Catalog	http://www.genome.gov/gwastudies/index.cfm	cannabis dependence
ANKFN1		21668797	TAS		Disease/Trait: Cannabis dependence; Initial Sample Size: 708 cases, 2,346 controls; Replication Sample Size: NR; Strongest SNP-Risk Allele: rs1019238-?; SNPs: rs1019238; Context: intron; Risk Allele Frequency: NR; p-Value: 6E-7; OR or beta:    1.45; Platform [SNPs passing QC]: Illumina [948,142]	0.0000006	0.4	P-value	GWAS_Catalog	http://www.genome.gov/gwastudies/index.cfm	cannabis dependence
CHST11		21668797	TAS		Disease/Trait: Cannabis dependence; Initial Sample Size: 708 cases, 2,346 controls; Replication Sample Size: NR; Strongest SNP-Risk Allele: rs12811699-?; SNPs: rs12811699; Context: intron; Risk Allele Frequency: NR; p-Value: 8E-6; OR or beta:    1.74; Platform [SNPs passing QC]: Illumina [948,142]	0.000008	0.4	P-value	GWAS_Catalog	http://www.genome.gov/gwastudies/index.cfm	cannabis dependence
ERC2		21057379	TAS		Disease/Trait: Bipolar disorder and schizophrenia; Initial Sample Size: 506 European bipolar 1 disorder cases, 523 European schizophrenia cases, 505 European controls; Replication Sample Size: NR; Strongest SNP-Risk Allele: rs1795648-?; SNPs: rs1795648; Context: intron; Risk Allele Frequency: NR; p-Value: 6E-6; OR or beta: NR; Platform [SNPs passing QC]: Affymetrix [302,482]	0.000006	0.4	P-value	GWAS_Catalog	http://www.genome.gov/gwastudies/index.cfm	bipolar disorder;schizophrenia
PHF8		21057379	TAS		Disease/Trait: Bipolar disorder and schizophrenia; Initial Sample Size: 506 European bipolar 1 disorder cases, 523 European schizophrenia cases, 505 European controls; Replication Sample Size: NR; Strongest SNP-Risk Allele: rs7065696-?; SNPs: rs7065696; Context: intron; Risk Allele Frequency: NR; p-Value: 4E-7; OR or beta: NR; Platform [SNPs passing QC]: Affymetrix [302,482]	0.0000004	0.4	P-value	GWAS_Catalog	http://www.genome.gov/gwastudies/index.cfm	bipolar disorder;schizophrenia
PTPRN2		21057379	TAS		Disease/Trait: Bipolar disorder and schizophrenia; Initial Sample Size: 506 European bipolar 1 disorder cases, 523 European schizophrenia cases, 505 European controls; Replication Sample Size: NR; Strongest SNP-Risk Allele: rs6459804-?; SNPs: rs6459804; Context: intron; Risk Allele Frequency: NR; p-Value: 8E-6; OR or beta: NR; Platform [SNPs passing QC]: Affymetrix [302,482]	0.000008	0.4	P-value	GWAS_Catalog	http://www.genome.gov/gwastudies/index.cfm	bipolar disorder;schizophrenia
PSORS1C3		21051598	TAS		Disease/Trait: HIV-1 control; Initial Sample Size: 516 European cases, 1,196 European controls, 341 African American cases, 892 African American controls, 117 Hispanic controls, 560 Hispanic controls; Replication Sample Size: NR; Strongest SNP-Risk Allele: rs3131018-C; SNPs: rs3131018; Context: intron; Risk Allele Frequency: 0.625; p-Value: 4E-16; OR or beta:    2.10; Platform [SNPs passing QC]: Illumina [1,384,048] (imputed)	0	0.4	P-value	GWAS_Catalog	http://www.genome.gov/gwastudies/index.cfm	Human immunodeficiency virus infectious disease
HLA-B		21051598	TAS		Disease/Trait: HIV-1 control; Initial Sample Size: 516 European cases, 1,196 European controls, 341 African American cases, 892 African American controls, 117 Hispanic controls, 560 Hispanic controls; Replication Sample Size: NR; Strongest SNP-Risk Allele: rs2523608-G; SNPs: rs2523608; Context: intron; Risk Allele Frequency: 0.326; p-Value: 9E-20; OR or beta:    2.60; Platform [SNPs passing QC]: Illumina [1,384,048] (imputed)	0	0.4	P-value	GWAS_Catalog	http://www.genome.gov/gwastudies/index.cfm	Human immunodeficiency virus infectious disease
MAPT		21044948	TAS		Disease/Trait: Parkinson's disease; Initial Sample Size: 1,705 UK cases, 5,175 UK controls; Replication Sample Size: 1,039 French cases, 1,984 French controls; Strongest SNP-Risk Allele: rs8070723-?; SNPs: rs8070723; Context: intron; Risk Allele Frequency: 0.76; p-Value: 7E-12; OR or beta:    1.30; Platform [SNPs passing QC]: Illumina [532,616]	0.000000000007	0.4	P-value	GWAS_Catalog	http://www.genome.gov/gwastudies/index.cfm	Parkinson's disease
ELF1		21044949	TAS		Disease/Trait: Systemic lupus erythematosus; Initial Sample Size: 612 Chinese cases, 1,160 Chinese controls; Replication Sample Size: 2,090 Chinese cases, 462 Thai cases, 4482 Asian controls; Strongest SNP-Risk Allele: rs7329174-G; SNPs: rs7329174; Context: intron; Risk Allele Frequency: 0.22; p-Value: 1E-8; OR or beta:    1.26; Platform [SNPs passing QC]: Illumina [513,108]	0.00000001	0.4	P-value	GWAS_Catalog	http://www.genome.gov/gwastudies/index.cfm	systemic lupus erythematosus
PVT1		21037568	TAS		Disease/Trait: Hodgkin's lymphoma; Initial Sample Size: 589 European ancestry cases, 5,199 European ancestry controls; Replication Sample Size: 2,057 European ancestry cases, 3,416 European ancestry controls; Strongest SNP-Risk Allele: rs2608053-G; SNPs: rs2608053; Context: intron; Risk Allele Frequency: 0.52; p-Value: 1E-7; OR or beta:    1.20; Platform [SNPs passing QC]: Illumina [504,374]	0.0000001	0.4	P-value	GWAS_Catalog	http://www.genome.gov/gwastudies/index.cfm	Hodgkin's lymphoma
FTO		21037115	TAS		Disease/Trait: Body mass in chronic obstructive pulmonary disease; Initial Sample Size: 2,272 Caucasian individuals, 933 Norwegian individuals; Replication Sample Size: 502 non-Hispanic whites; Strongest SNP-Risk Allele: rs8050136-A; SNPs: rs8050136; Context: intron; Risk Allele Frequency: 0.39; p-Value: 4E-8; OR or beta: NR; Platform [SNPs passing QC]: Illumina [~550,000]	0.00000004	0.4	P-value	GWAS_Catalog	http://www.genome.gov/gwastudies/index.cfm	chronic obstructive pulmonary disease
FGFR2		21060860	TAS		Disease/Trait: Breast cancer; Initial Sample Size: 899 European ancestry affected BRCA2 carriers, 804 European ancestry unaffected BRCA2 carriers; Replication Sample Size: 1,264 cases, 1,222 controls; Strongest SNP-Risk Allele: rs2981575-?; SNPs: rs2981575; Context: intron; Risk Allele Frequency: 0.42; p-Value: 1E-8; OR or beta:    1.28; Platform [SNPs passing QC]: Affymetrix [592,163]	0.00000001	0.4	P-value	GWAS_Catalog	http://www.genome.gov/gwastudies/index.cfm	breast cancer
UMOD		21082022	TAS		Disease/Trait: Hypertension; Initial Sample Size: 1,621 Swedish cases, 1,699 Swedish controls; Replication Sample Size: 19,845 European ancestry cases, 16,541 European ancestry controls; Strongest SNP-Risk Allele: rs13333226-A; SNPs: rs13333226; Context: nearGene-5; Risk Allele Frequency: 0.81; p-Value: 4E-11; OR or beta:    1.15; Platform [SNPs passing QC]: Illumina [521,220]	0.00000000004	0.4	P-value	GWAS_Catalog	http://www.genome.gov/gwastudies/index.cfm	hypertension
LAMA5		20972440	TAS		Disease/Trait: Colorectal cancer; Initial Sample Size: 3,334 European ancestry cases, 4,628 European ancestry controls; Replication Sample Size: 14,851 European ancestry cases, 15,569 European ancestry controls; Strongest SNP-Risk Allele: rs4925386-C; SNPs: rs4925386; Context: intron; Risk Allele Frequency: NR; p-Value: 2E-10; OR or beta:    1.08; Platform [SNPs passing QC]: Illumina [up to ~550,000] (imputed)	0.0000000002	0.4	P-value	GWAS_Catalog	http://www.genome.gov/gwastudies/index.cfm	colorectal cancer
MYNN		20972440	TAS		Disease/Trait: Colorectal cancer; Initial Sample Size: 3,334 European ancestry cases, 4,628 European ancestry controls; Replication Sample Size: 14,851 European ancestry cases, 15,569 European ancestry controls; Strongest SNP-Risk Allele: rs10936599-C; SNPs: rs10936599; Context: cds-synon; Risk Allele Frequency: NR; p-Value: 3E-8; OR or beta:    1.04; Platform [SNPs passing QC]: Illumina [up to ~550,000] (imputed)	0.00000003	0.4	P-value	GWAS_Catalog	http://www.genome.gov/gwastudies/index.cfm	colorectal cancer
PSCA		20972438	TAS		Disease/Trait: Bladder cancer; Initial Sample Size: 3,532 European descent cases, 5,120 European descent controls; Replication Sample Size: 8,382 cases, 48,275 controls; Strongest SNP-Risk Allele: rs2294008-T; SNPs: rs2294008; Context: intron; Risk Allele Frequency: 0.46; p-Value: 4E-11; OR or beta:    1.13; Platform [SNPs passing QC]: Illumina [591,637]	0.00000000004	0.4	P-value	GWAS_Catalog	http://www.genome.gov/gwastudies/index.cfm	urinary bladder cancer
HLA-C		20953186	TAS		Disease/Trait: Psoriatic arthritis; Initial Sample Size: 572 German cases, 888 German controls; Replication Sample Size: Up to 1,761 European descent cases, 3,727 European descent controls; Strongest SNP-Risk Allele: rs13191343-T; SNPs: rs13191343; Context: nearGene-5; Risk Allele Frequency: 0.13; p-Value: 2E-72; OR or beta:    2.37; Platform [SNPs passing QC]: Affymetrix [1,585,307] (imputed)	0	0.4	P-value	GWAS_Catalog	http://www.genome.gov/gwastudies/index.cfm	psoriatic arthritis
TYK2		20953190	TAS		Disease/Trait: Psoriasis; Initial Sample Size: 2,178 European ancestry cases, 5,175 European ancestry controls; Replication Sample Size: 3,174 European ancestry cases, 5,464 European ancestry controls; Strongest SNP-Risk Allele: rs12720356-A; SNPs: rs12720356; Context: missense; Risk Allele Frequency: 0.90; p-Value: 4E-11; OR or beta:    1.40; Platform [SNPs passing QC]: Illumina [535,475]	0.00000000004	0.4	P-value	GWAS_Catalog	http://www.genome.gov/gwastudies/index.cfm	psoriasis
IL12B		20953190	TAS		Disease/Trait: Psoriasis; Initial Sample Size: 2,178 European ancestry cases, 5,175 European ancestry controls; Replication Sample Size: 3,174 European ancestry cases, 5,464 European ancestry controls; Strongest SNP-Risk Allele: rs3213094-?; SNPs: rs3213094; Context: intron; Risk Allele Frequency: NR; p-Value: 5E-11; OR or beta:    1.39; Platform [SNPs passing QC]: Illumina [535,475]	0.00000000005	0.4	P-value	GWAS_Catalog	http://www.genome.gov/gwastudies/index.cfm	psoriasis
TYK2		20953190	TAS		Disease/Trait: Psoriasis; Initial Sample Size: 2,178 European ancestry cases, 5,175 European ancestry controls; Replication Sample Size: 3,174 European ancestry cases, 5,464 European ancestry controls; Strongest SNP-Risk Allele: rs280519-A; SNPs: rs280519; Context: intron; Risk Allele Frequency: 0.47; p-Value: 4E-9; OR or beta:    1.13; Platform [SNPs passing QC]: Illumina [535,475]	0.000000004	0.4	P-value	GWAS_Catalog	http://www.genome.gov/gwastudies/index.cfm	psoriasis
TNFAIP3		20953190	TAS		Disease/Trait: Psoriasis; Initial Sample Size: 2,178 European ancestry cases, 5,175 European ancestry controls; Replication Sample Size: 3,174 European ancestry cases, 5,464 European ancestry controls; Strongest SNP-Risk Allele: rs610604-?; SNPs: rs610604; Context: intron; Risk Allele Frequency: NR; p-Value: 7E-7; OR or beta:    1.22; Platform [SNPs passing QC]: Illumina [535,475]	0.0000007	0.4	P-value	GWAS_Catalog	http://www.genome.gov/gwastudies/index.cfm	psoriasis
IL23R		20953190	TAS		Disease/Trait: Psoriasis; Initial Sample Size: 2,178 European ancestry cases, 5,175 European ancestry controls; Replication Sample Size: 3,174 European ancestry cases, 5,464 European ancestry controls; Strongest SNP-Risk Allele: rs11209026-?; SNPs: rs11209026; Context: missense; Risk Allele Frequency: NR; p-Value: 7E-7; OR or beta:    1.49; Platform [SNPs passing QC]: Illumina [535,475]	0.0000007	0.4	P-value	GWAS_Catalog	http://www.genome.gov/gwastudies/index.cfm	psoriasis
NOS2		20953189	TAS		Disease/Trait: Psoriasis; Initial Sample Size: Up to 1,831 cases, 2,546 controls; Replication Sample Size: Up to 4,064 cases, 4,685 controls; Strongest SNP-Risk Allele: rs4795067-G; SNPs: rs4795067; Context: intron; Risk Allele Frequency: 0.35; p-Value: 4E-11; OR or beta:    1.19; Platform [SNPs passing QC]: Illumina & Perlegen [up to 7,456,344] (imputed)	0.00000000004	0.4	P-value	GWAS_Catalog	http://www.genome.gov/gwastudies/index.cfm	psoriasis
C9orf3		20932654	TAS		Disease/Trait: Erectile dysfunction and prostate cancer treatment; Initial Sample Size: 27 African American cases, 52 African American controls; Replication Sample Size: NR; Strongest SNP-Risk Allele: rs3802458-?; SNPs: rs3802458; Context: intron; Risk Allele Frequency: 0.04; p-Value: 4E-6; OR or beta:   10.53; Platform [SNPs passing QC]: Affymetrix [512,497]	0.000004	0.4	P-value	GWAS_Catalog	http://www.genome.gov/gwastudies/index.cfm	prostate cancer;impotence 
GLI2		20932654	TAS		Disease/Trait: Erectile dysfunction and prostate cancer treatment; Initial Sample Size: 27 African American cases, 52 African American controls; Replication Sample Size: NR; Strongest SNP-Risk Allele: rs11122834-?; SNPs: rs11122834; Context: intron; Risk Allele Frequency: 0.29; p-Value: 5E-6; OR or beta:    4.93; Platform [SNPs passing QC]: Affymetrix [512,497]	0.000005	0.4	P-value	GWAS_Catalog	http://www.genome.gov/gwastudies/index.cfm	prostate cancer;impotence 
TTC7A		20932654	TAS		Disease/Trait: Erectile dysfunction and prostate cancer treatment; Initial Sample Size: 27 African American cases, 52 African American controls; Replication Sample Size: NR; Strongest SNP-Risk Allele: rs10194115-?; SNPs: rs10194115; Context: intron; Risk Allele Frequency: 0.07; p-Value: 5E-7; OR or beta:    9.00; Platform [SNPs passing QC]: Affymetrix [512,497]	0.0000005	0.4	P-value	GWAS_Catalog	http://www.genome.gov/gwastudies/index.cfm	prostate cancer;impotence 
FSHR		20932654	TAS		Disease/Trait: Erectile dysfunction and prostate cancer treatment; Initial Sample Size: 27 African American cases, 52 African American controls; Replication Sample Size: NR; Strongest SNP-Risk Allele: rs2268363-?; SNPs: rs2268363; Context: intron; Risk Allele Frequency: 0.18; p-Value: 5E-8; OR or beta:    7.03; Platform [SNPs passing QC]: Affymetrix [512,497]	0.00000005	0.4	P-value	GWAS_Catalog	http://www.genome.gov/gwastudies/index.cfm	prostate cancer;impotence 
PTGFRN		20932654	TAS		Disease/Trait: Erectile dysfunction and prostate cancer treatment; Initial Sample Size: 27 African American cases, 52 African American controls; Replication Sample Size: NR; Strongest SNP-Risk Allele: rs2806864-?; SNPs: rs2806864; Context: intron; Risk Allele Frequency: 0.15; p-Value: 6E-7; OR or beta:    6.42; Platform [SNPs passing QC]: Affymetrix [512,497]	0.0000006	0.4	P-value	GWAS_Catalog	http://www.genome.gov/gwastudies/index.cfm	prostate cancer;impotence 
LRP1B		20932654	TAS		Disease/Trait: Erectile dysfunction and prostate cancer treatment; Initial Sample Size: 27 African American cases, 52 African American controls; Replication Sample Size: NR; Strongest SNP-Risk Allele: rs10210358-?; SNPs: rs10210358; Context: intron; Risk Allele Frequency: 0.31; p-Value: 2E-6; OR or beta:    5.34; Platform [SNPs passing QC]: Affymetrix [512,497]	0.000002	0.4	P-value	GWAS_Catalog	http://www.genome.gov/gwastudies/index.cfm	prostate cancer;impotence 
CNNM3		20932654	TAS		Disease/Trait: Erectile dysfunction and prostate cancer treatment; Initial Sample Size: 27 African American cases, 52 African American controls; Replication Sample Size: NR; Strongest SNP-Risk Allele: rs9948-?; SNPs: rs9948; Context: UTR-3; Risk Allele Frequency: 0.31; p-Value: 6E-6; OR or beta:    4.90; Platform [SNPs passing QC]: Affymetrix [512,497]	0.000006	0.4	P-value	GWAS_Catalog	http://www.genome.gov/gwastudies/index.cfm	prostate cancer;impotence 
CNTNAP2		20889312	TAS		Disease/Trait: Bipolar disorder and schizophrenia; Initial Sample Size: 651 European American bipolar cases, 1,171 European American schizophrenia cases, 2,412 European American controls; Replication Sample Size: NR; Strongest SNP-Risk Allele: rs802568-?; SNPs: rs802568; Context: intron; Risk Allele Frequency: NR; p-Value: 2E-7; OR or beta:    2.03; Platform [SNPs passing QC]: Affymetrix [722,112]	0.0000002	0.4	P-value	GWAS_Catalog	http://www.genome.gov/gwastudies/index.cfm	bipolar disorder;schizophrenia
FGFR2		20872241	TAS		Disease/Trait: Breast cancer; Initial Sample Size: 2,702 European ancestry women, 5,726 European ancestry controls; Replication Sample Size: Up to 7,386 European ancestry cases, 7,576 European ancestry controls; Strongest SNP-Risk Allele: rs1219648-G; SNPs: rs1219648; Context: intron; Risk Allele Frequency: 0.42; p-Value: 2E-13; OR or beta:    1.32; Platform [SNPs passing QC]: Illumina [285,984]	0.0000000000002	0.4	P-value	GWAS_Catalog	http://www.genome.gov/gwastudies/index.cfm	breast cancer
TERT		20871597	TAS		Disease/Trait: Lung adenocarcinoma; Initial Sample Size: 1,004 Japanese cases, 1,900 Japanese controls; Replication Sample Size: 525 Japanese cases, 7,678 Japanese controls, 569 Korean cases, 1,470 Korean controls; Strongest SNP-Risk Allele: rs2736100-C; SNPs: rs2736100; Context: intron; Risk Allele Frequency: 0.39; p-Value: 3E-11; OR or beta:    1.27; Platform [SNPs passing QC]: Illumina [432,024]	0.00000000003	0.4	P-value	GWAS_Catalog	http://www.genome.gov/gwastudies/index.cfm	lung adenocarcinoma
TP63		20871597	TAS		Disease/Trait: Lung adenocarcinoma; Initial Sample Size: 1,004 Japanese cases, 1,900 Japanese controls; Replication Sample Size: 525 Japanese cases, 7,678 Japanese controls, 569 Korean cases, 1,470 Korean controls; Strongest SNP-Risk Allele: rs10937405-C; SNPs: rs10937405; Context: intron; Risk Allele Frequency: 0.67; p-Value: 7E-12; OR or beta:    1.31; Platform [SNPs passing QC]: Illumina [432,024]	0.000000000007	0.4	P-value	GWAS_Catalog	http://www.genome.gov/gwastudies/index.cfm	lung adenocarcinoma
CFH		20861866	TAS		Disease/Trait: Age-related macular degeneration; Initial Sample Size: 293 family members,  391 white non-Hispanic cases, 188 white non-Hispanic controls; Replication Sample Size: 1,241 white non-Hispanic cases, 622 white non-Hispanic conrols, 655 Northern European descent cases, 1,244 Northern European descent controls; Strongest SNP-Risk Allele: rs1329428-?; SNPs: rs1329428; Context: intron; Risk Allele Frequency: NR; p-Value: 3E-64; OR or beta:    2.78; Platform [SNPs passing QC]: Affymetrix [>361,556] (imputed)	0	0.4	P-value	GWAS_Catalog	http://www.genome.gov/gwastudies/index.cfm	age related macular degeneration
